path,class,label
prepared_liveness_data\raw\spoof\kaggle_7_frame310.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_59_frame45.jpg,real,1
prepared_liveness_data\raw\real\kaggle_19_frame110.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_68_frame50.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_77_frame350.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_11_frame625.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_56_frame145.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_75_frame310.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_48_frame315.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_18_frame330.jpg,real,1
prepared_liveness_data\raw\real\kaggle_73_frame100.jpg,real,1
prepared_liveness_data\raw\real\kaggle_37_frame185.jpg,real,1
prepared_liveness_data\raw\real\kaggle_9_frame150.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_55_frame185.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_57_frame65.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_13_frame280.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_2_frame155.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_61_frame140.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_66_frame195.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_72_frame15.jpg,real,1
prepared_liveness_data\raw\real\kaggle_72_frame255.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_11_frame185.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_76_frame325.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_49_frame560.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_59_frame450.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_25_frame245.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_20_frame5.jpg,real,1
prepared_liveness_data\raw\real\kaggle_13_frame185.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_0_frame275.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_55_frame420.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_76_frame295.jpg,real,1
prepared_liveness_data\raw\real\kaggle_65_frame60.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_40_frame140.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_32_frame40.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_12_frame395.jpg,real,1
prepared_liveness_data\raw\real\kaggle_36_frame125.jpg,real,1
prepared_liveness_data\raw\real\kaggle_72_frame205.jpg,real,1
prepared_liveness_data\raw\real\kaggle_15_frame165.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_46_frame250.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_31_frame70.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_79_frame25.jpg,real,1
prepared_liveness_data\raw\real\kaggle_67_frame160.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_37_frame60.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_55_frame510.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_18_frame380.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_21_frame280.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_61_frame175.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_66_frame140.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_25_frame400.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_46_frame510.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_27_frame145.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_72_frame230.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_8_frame80.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_74_frame200.jpg,real,1
prepared_liveness_data\raw\real\kaggle_75_frame270.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_54_frame230.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_55_frame115.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_58_frame265.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_28_frame385.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_27_frame155.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_75_frame630.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_47_frame145.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_44_frame365.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_10_frame30.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_13_frame325.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_21_frame320.jpg,real,1
prepared_liveness_data\raw\real\kaggle_69_frame45.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_25_frame40.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_35_frame195.jpg,real,1
prepared_liveness_data\raw\real\kaggle_65_frame230.jpg,real,1
prepared_liveness_data\raw\real\kaggle_73_frame300.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_22_frame0.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_25_frame370.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_24_frame145.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_77_frame215.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_19_frame200.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_63_frame110.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_0_frame205.jpg,real,1
prepared_liveness_data\raw\real\kaggle_6_frame45.jpg,real,1
prepared_liveness_data\raw\real\kaggle_12_frame465.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_76_frame305.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_15_frame120.jpg,real,1
prepared_liveness_data\raw\real\kaggle_57_frame190.jpg,real,1
prepared_liveness_data\raw\real\kaggle_3_frame280.jpg,real,1
prepared_liveness_data\raw\real\kaggle_29_frame75.jpg,real,1
prepared_liveness_data\raw\real\kaggle_35_frame150.jpg,real,1
prepared_liveness_data\raw\real\kaggle_28_frame380.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_61_frame530.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_23_frame90.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_38_frame90.jpg,real,1
prepared_liveness_data\raw\real\kaggle_67_frame65.jpg,real,1
prepared_liveness_data\raw\real\kaggle_5_frame160.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_21_frame295.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_28_frame215.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_70_frame110.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_38_frame115.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_9_frame200.jpg,real,1
prepared_liveness_data\raw\real\kaggle_6_frame150.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_46_frame75.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_58_frame40.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_63_frame30.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_18_frame55.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_29_frame180.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_1_frame250.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_5_frame0.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_0_frame365.jpg,real,1
prepared_liveness_data\raw\real\kaggle_35_frame0.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_46_frame490.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_79_frame235.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_17_frame0.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_68_frame155.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_77_frame175.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_49_frame515.jpg,real,1
prepared_liveness_data\raw\real\kaggle_57_frame125.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_77_frame195.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_72_frame340.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_38_frame195.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_62_frame170.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_34_frame0.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_46_frame345.jpg,real,1
prepared_liveness_data\raw\real\kaggle_14_frame185.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_46_frame120.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_23_frame230.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_64_frame270.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_57_frame110.jpg,real,1
prepared_liveness_data\raw\real\kaggle_15_frame230.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_18_frame75.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_19_frame60.jpg,real,1
prepared_liveness_data\raw\real\kaggle_74_frame340.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_8_frame95.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_45_frame35.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_68_frame270.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_18_frame270.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_22_frame5.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_69_frame85.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_34_frame305.jpg,real,1
prepared_liveness_data\raw\real\kaggle_72_frame70.jpg,real,1
prepared_liveness_data\raw\real\kaggle_72_frame360.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_71_frame280.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_49_frame65.jpg,real,1
prepared_liveness_data\raw\real\kaggle_6_frame100.jpg,real,1
prepared_liveness_data\raw\real\kaggle_26_frame135.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_29_frame85.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_72_frame125.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_64_frame45.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_5_frame280.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_1_frame20.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_70_frame360.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_67_frame295.jpg,real,1
prepared_liveness_data\raw\real\kaggle_25_frame170.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_60_frame95.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_21_frame235.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_9_frame50.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_20_frame95.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_46_frame370.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_66_frame170.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_70_frame445.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_76_frame285.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_36_frame50.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_10_frame85.jpg,real,1
prepared_liveness_data\raw\real\kaggle_67_frame110.jpg,real,1
prepared_liveness_data\raw\real\kaggle_35_frame360.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_14_frame70.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_42_frame170.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_67_frame15.jpg,real,1
prepared_liveness_data\raw\real\kaggle_25_frame25.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_52_frame495.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_59_frame400.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_1_frame115.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_26_frame5.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_57_frame185.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_47_frame60.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_23_frame155.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_62_frame215.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_52_frame440.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_13_frame90.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_20_frame15.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_31_frame50.jpg,real,1
prepared_liveness_data\raw\real\kaggle_32_frame180.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_43_frame365.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_2_frame140.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_23_frame445.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_58_frame660.jpg,real,1
prepared_liveness_data\raw\real\kaggle_12_frame180.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_33_frame30.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_67_frame120.jpg,real,1
prepared_liveness_data\raw\real\kaggle_53_frame140.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_59_frame300.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_26_frame120.jpg,real,1
prepared_liveness_data\raw\real\kaggle_2_frame50.jpg,real,1
prepared_liveness_data\raw\real\kaggle_78_frame50.jpg,real,1
prepared_liveness_data\raw\real\kaggle_12_frame345.jpg,real,1
prepared_liveness_data\raw\real\kaggle_50_frame160.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_20_frame95.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_42_frame70.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_61_frame440.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_4_frame220.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_40_frame115.jpg,real,1
prepared_liveness_data\raw\real\kaggle_30_frame215.jpg,real,1
prepared_liveness_data\raw\real\kaggle_13_frame310.jpg,real,1
prepared_liveness_data\raw\real\kaggle_46_frame340.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_71_frame65.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_28_frame160.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_37_frame155.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_68_frame75.jpg,real,1
prepared_liveness_data\raw\real\kaggle_75_frame40.jpg,real,1
prepared_liveness_data\raw\real\kaggle_47_frame115.jpg,real,1
prepared_liveness_data\raw\real\kaggle_20_frame35.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_10_frame150.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_55_frame30.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_13_frame220.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_50_frame335.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_30_frame0.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_16_frame100.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_57_frame240.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_12_frame340.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_65_frame45.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_78_frame20.jpg,real,1
prepared_liveness_data\raw\real\kaggle_77_frame150.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_78_frame145.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_54_frame240.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_17_frame180.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_21_frame60.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_10_frame225.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_39_frame85.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_45_frame110.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_60_frame120.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_47_frame380.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_32_frame20.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_13_frame190.jpg,real,1
prepared_liveness_data\raw\real\kaggle_57_frame360.jpg,real,1
prepared_liveness_data\raw\real\kaggle_0_frame280.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_21_frame45.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_1_frame130.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_66_frame210.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_72_frame355.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_68_frame275.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_28_frame75.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_3_frame40.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_2_frame25.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_48_frame225.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_2_frame170.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_19_frame155.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_52_frame235.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_24_frame45.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_51_frame105.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_67_frame205.jpg,real,1
prepared_liveness_data\raw\real\kaggle_29_frame125.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_64_frame365.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_1_frame195.jpg,real,1
prepared_liveness_data\raw\real\kaggle_41_frame170.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_18_frame125.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_55_frame155.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_18_frame350.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_0_frame240.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_34_frame45.jpg,real,1
prepared_liveness_data\raw\real\kaggle_19_frame195.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_31_frame230.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_15_frame220.jpg,real,1
prepared_liveness_data\raw\real\kaggle_13_frame220.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_77_frame230.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_61_frame345.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_35_frame130.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_15_frame290.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_23_frame25.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_52_frame365.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_28_frame100.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_66_frame255.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_58_frame50.jpg,real,1
prepared_liveness_data\raw\real\kaggle_9_frame240.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_65_frame75.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_41_frame125.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_30_frame530.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_12_frame145.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_68_frame165.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_78_frame170.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_17_frame70.jpg,real,1
prepared_liveness_data\raw\real\kaggle_63_frame195.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_41_frame260.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_30_frame80.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_47_frame220.jpg,real,1
prepared_liveness_data\raw\real\kaggle_63_frame220.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_49_frame515.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_11_frame235.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_65_frame380.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_63_frame170.jpg,real,1
prepared_liveness_data\raw\real\kaggle_53_frame225.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_49_frame305.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_49_frame335.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_30_frame250.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_19_frame265.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_34_frame175.jpg,real,1
prepared_liveness_data\raw\real\kaggle_62_frame455.jpg,real,1
prepared_liveness_data\raw\real\kaggle_36_frame10.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_55_frame105.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_24_frame210.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_13_frame140.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_59_frame205.jpg,real,1
prepared_liveness_data\raw\real\kaggle_34_frame65.jpg,real,1
prepared_liveness_data\raw\real\kaggle_54_frame60.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_52_frame405.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_68_frame150.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_44_frame245.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_46_frame10.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_8_frame170.jpg,real,1
prepared_liveness_data\raw\real\kaggle_56_frame60.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_61_frame50.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_35_frame400.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_45_frame145.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_42_frame120.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_18_frame45.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_31_frame180.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_2_frame75.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_76_frame60.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_24_frame0.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_57_frame70.jpg,real,1
prepared_liveness_data\raw\real\kaggle_25_frame115.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_72_frame475.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_68_frame360.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_3_frame130.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_36_frame5.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_40_frame180.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_64_frame125.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_73_frame165.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_75_frame450.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_31_frame225.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_34_frame30.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_30_frame50.jpg,real,1
prepared_liveness_data\raw\real\kaggle_57_frame315.jpg,real,1
prepared_liveness_data\raw\real\kaggle_60_frame115.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_58_frame380.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_1_frame70.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_30_frame360.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_51_frame95.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_65_frame170.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_36_frame15.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_74_frame75.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_74_frame510.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_21_frame5.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_40_frame170.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_75_frame480.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_25_frame80.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_12_frame35.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_52_frame135.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_23_frame495.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_66_frame155.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_2_frame225.jpg,real,1
prepared_liveness_data\raw\real\kaggle_52_frame15.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_6_frame190.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_33_frame205.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_34_frame40.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_13_frame50.jpg,real,1
prepared_liveness_data\raw\real\kaggle_46_frame180.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_40_frame35.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_61_frame515.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_13_frame320.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_51_frame180.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_71_frame215.jpg,real,1
prepared_liveness_data\raw\real\kaggle_46_frame120.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_74_frame180.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_4_frame185.jpg,real,1
prepared_liveness_data\raw\real\kaggle_53_frame205.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_30_frame315.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_12_frame45.jpg,real,1
prepared_liveness_data\raw\real\kaggle_25_frame200.jpg,real,1
prepared_liveness_data\raw\real\kaggle_61_frame385.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_51_frame330.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_53_frame55.jpg,real,1
prepared_liveness_data\raw\real\kaggle_58_frame615.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_71_frame55.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_41_frame35.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_79_frame40.jpg,real,1
prepared_liveness_data\raw\real\kaggle_55_frame10.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_69_frame215.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_10_frame70.jpg,real,1
prepared_liveness_data\raw\real\kaggle_2_frame245.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_68_frame210.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_67_frame235.jpg,real,1
prepared_liveness_data\raw\real\kaggle_18_frame220.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_8_frame230.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_64_frame10.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_20_frame185.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_17_frame55.jpg,real,1
prepared_liveness_data\raw\real\kaggle_45_frame10.jpg,real,1
prepared_liveness_data\raw\real\kaggle_21_frame315.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_25_frame20.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_49_frame560.jpg,real,1
